Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.2376238,"Census Tract 2119.22, Los Angeles County, California",211922,Koreatown,1400000US06037211922,"(34.067223, -118.295398)",Part_I_Violent_Crimes_2012_1400000US06037211922,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2014,4.454865,"Census Tract 4076.01, Los Angeles County, California",407601,La Puente,1400000US06037407601,"(34.0383465, -117.947004)",Part_I_Violent_Crimes_2014_1400000US06037407601,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2016,49.332794,"Census Tract 2731, Los Angeles County, California",273100,Venice,1400000US06037273100,"(34.00358, -118.460606)",Part_I_Property_Crimes_2016_1400000US06037273100,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2014,2.072232,"Census Tract 2653.04, Los Angeles County, California",265304,Westwood,1400000US06037265304,"(34.0674805, -118.451101)",Part_I_Violent_Crimes_2014_1400000US06037265304,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,1.8595041,"Census Tract 2119.10, Los Angeles County, California",211910,Koreatown,1400000US06037211910,"(34.067207, -118.2985)",Part_I_Violent_Crimes_2016_1400000US06037211910,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2013,3.4766119,"Census Tract 5544.05, Los Angeles County, California",554405,Bellflower,1400000US06037554405,"(33.8737165, -118.121205)",Part_I_Violent_Crimes_2013_1400000US06037554405,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2015,0.30413625,"Census Tract 2723.01, Los Angeles County, California",272301,Mar Vista,1400000US06037272301,"(34.0044305, -118.4228455)",Part_I_Violent_Crimes_2015_1400000US06037272301,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2014,29.610828,"Census Tract 1882.02, Los Angeles County, California",188202,Los Feliz,1400000US06037188202,"(34.116113, -118.2790375)",Part_I_Property_Crimes_2014_1400000US06037188202,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,7.2173214,"Census Tract 2051.10, Los Angeles County, California",205110,Boyle Heights,1400000US06037205110,"(34.0244945, -118.214114)",Part_I_Property_Crimes_2012_1400000US06037205110,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,12.034047,"Census Tract 5313.02, Los Angeles County, California",531302,East Los Angeles,1400000US06037531302,"(34.015861, -118.1840735)",Part_I_Property_Crimes_2015_1400000US06037531302,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2013,1.2228676,"Census Tract 2151.02, Los Angeles County, California",215102,Mid-Wilshire,1400000US06037215102,"(34.0648495, -118.3456205)",Part_I_Violent_Crimes_2013_1400000US06037215102,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.5889831,"Census Tract 1061.12, Los Angeles County, California",106112,Sylmar,1400000US06037106112,"(34.305005, -118.414298)",Part_I_Violent_Crimes_2012_1400000US06037106112,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,10.467706,"Census Tract 4315.01, Los Angeles County, California",431501,Temple City,1400000US06037431501,"(34.0998655, -118.033)",Part_I_Property_Crimes_2014_1400000US06037431501,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,37.84219,"Census Tract 1913.01, Los Angeles County, California",191301,East Hollywood,1400000US06037191301,"(34.092753, -118.286057)",Part_I_Property_Crimes_2013_1400000US06037191301,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2015,1.5446998,"Census Tract 1151.01, Los Angeles County, California",115101,Northridge,1400000US06037115101,"(34.239435, -118.5112365)",Part_I_Violent_Crimes_2015_1400000US06037115101,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,48.062405,"Census Tract 5425.02, Los Angeles County, California",542502,Compton,1400000US06037542502,"(33.8922755, -118.22747)",Part_I_Property_Crimes_2013_1400000US06037542502,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2016,21.59568,"Census Tract 1060.10, Los Angeles County, California",106010,Sylmar,1400000US06037106010,"(34.3231715, -118.444538)",Part_I_Property_Crimes_2016_1400000US06037106010,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2013,18.067677,"Census Tract 2431, Los Angeles County, California",243100,Watts,1400000US06037243100,"(33.933448, -118.234588)",Part_I_Property_Crimes_2013_1400000US06037243100,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,13.952078,"Census Tract 2932.01, Los Angeles County, California",293201,Harbor Gateway,1400000US06037293201,"(33.831492, -118.3041515)",Part_I_Property_Crimes_2015_1400000US06037293201,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,14.127297,"Census Tract 6002.02, Los Angeles County, California",600202,Westmont,1400000US06037600202,"(33.942687, -118.300322)",Part_I_Violent_Crimes_2014_1400000US06037600202,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,11.804384,"Census Tract 1920.01, Los Angeles County, California",192001,Fairfax,1400000US06037192001,"(34.084605, -118.3484225)",Part_I_Violent_Crimes_2016_1400000US06037192001,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,4.3282838,"Census Tract 9010.10, Los Angeles County, California",901010,Lancaster,1400000US06037901010,"(34.6675115, -118.19239)",Part_I_Violent_Crimes_2012_1400000US06037901010,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2014,2.535497,"Census Tract 5306.01, Los Angeles County, California",530601,East Los Angeles,1400000US06037530601,"(34.053217, -118.1753095)",Part_I_Violent_Crimes_2014_1400000US06037530601,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,0,"Census Tract 4600, Los Angeles County, California",460000,Pasadena,1400000US06037460000,"(34.1774565, -118.0830185)",Part_I_Violent_Crimes_2016_1400000US06037460000,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,12.974051,"Census Tract 2382, Los Angeles County, California",238200,Vermont Knolls,1400000US06037238200,"(33.963641, -118.2981045)",Part_I_Violent_Crimes_2012_1400000US06037238200,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2014,0.80369699,"Census Tract 1344.22, Los Angeles County, California",134422,West Hills,1400000US06037134422,"(34.203569, -118.630125)",Part_I_Violent_Crimes_2014_1400000US06037134422,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,6.3708758,"Census Tract 5542.01, Los Angeles County, California",554201,Bellflower,1400000US06037554201,"(33.883853, -118.1382725)",Part_I_Violent_Crimes_2016_1400000US06037554201,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,5.0050049,"Census Tract 1340.01, Los Angeles County, California",134001,Canoga Park,1400000US06037134001,"(34.2017765, -118.5906475)",Part_I_Violent_Crimes_2012_1400000US06037134001,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,4.7953415,"Census Tract 1041.05, Los Angeles County, California",104105,Pacoima,1400000US06037104105,"(34.276146, -118.404645)",Part_I_Property_Crimes_2015_1400000US06037104105,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2016,169.41882,"Census Tract 5323.03, Los Angeles County, California",532303,Commerce,1400000US06037532303,"(34.0026595, -118.1485105)",Part_I_Property_Crimes_2016_1400000US06037532303,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,2.0178726,"Census Tract 5031.06, Los Angeles County, California",503106,South Whittier,1400000US06037503106,"(33.922533, -118.0218275)",Part_I_Violent_Crimes_2016_1400000US06037503106,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,3.7511032,"Census Tract 6038.01, Los Angeles County, California",603801,Lawndale,1400000US06037603801,"(33.898542, -118.348093)",Part_I_Violent_Crimes_2012_1400000US06037603801,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,6.4279156,"Census Tract 9202, Los Angeles County, California",920200,Castaic Canyons,1400000US06037920200,"(34.4679205, -118.594791)",Part_I_Violent_Crimes_2013_1400000US06037920200,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2016,39.51368,"Census Tract 9800.15, Los Angeles County, California",980015,Wilmington,1400000US06037980015,"(33.778611, -118.295234)",Part_I_Violent_Crimes_2016_1400000US06037980015,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,4.1942606,"Census Tract 2963, Los Angeles County, California",296300,San Pedro,1400000US06037296300,"(33.7536825, -118.300135)",Part_I_Violent_Crimes_2015_1400000US06037296300,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,4.536921,"Census Tract 5433.22, Los Angeles County, California",543322,Carson,1400000US06037543322,"(33.852461, -118.257305)",Part_I_Violent_Crimes_2014_1400000US06037543322,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.5631106,"Census Tract 2951.03, Los Angeles County, California",295103,San Pedro,1400000US06037295103,"(33.760268, -118.2968435)",Part_I_Violent_Crimes_2012_1400000US06037295103,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2015,1.9920319,"Census Tract 9005.08, Los Angeles County, California",900508,Lancaster,1400000US06037900508,"(34.678919, -118.0679485)",Part_I_Violent_Crimes_2015_1400000US06037900508,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,15.625,"Census Tract 5414, Los Angeles County, California",541400,Willowbrook,1400000US06037541400,"(33.912905, -118.2332065)",Part_I_Property_Crimes_2013_1400000US06037541400,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2013,3.5539761,"Census Tract 4075.01, Los Angeles County, California",407501,La Puente,1400000US06037407501,"(34.04734, -117.948319)",Part_I_Violent_Crimes_2013_1400000US06037407501,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2016,1.8975332,"Census Tract 2674.03, Los Angeles County, California",267403,Sawtelle,1400000US06037267403,"(34.047607, -118.4565715)",Part_I_Violent_Crimes_2016_1400000US06037267403,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2016,26.13941,"Census Tract 1349.04, Los Angeles County, California",134904,Winnetka,1400000US06037134904,"(34.1904695, -118.5796995)",Part_I_Property_Crimes_2016_1400000US06037134904,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2014,13.745705,"Census Tract 2121.01, Los Angeles County, California",212101,Koreatown,1400000US06037212101,"(34.0635935, -118.29414)",Part_I_Violent_Crimes_2014_1400000US06037212101,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2012,3.1289113,"Census Tract 1212.22, Los Angeles County, California",121222,Sun Valley,1400000US06037121222,"(34.2330185, -118.391909)",Part_I_Violent_Crimes_2012_1400000US06037121222,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,3.5434067,"Census Tract 1852.02, Los Angeles County, California",185202,Mount Washington,1400000US06037185202,"(34.0951035, -118.218046)",Part_I_Violent_Crimes_2013_1400000US06037185202,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2013,11.921458,"Census Tract 2380, Los Angeles County, California",238000,Gramercy Park,1400000US06037238000,"(33.945472, -118.3089905)",Part_I_Violent_Crimes_2013_1400000US06037238000,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2013,0.89445436,"Census Tract 1952.02, Los Angeles County, California",195202,Los Feliz,1400000US06037195202,"(34.102058, -118.279132)",Part_I_Violent_Crimes_2013_1400000US06037195202,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2014,5.8139534,"Census Tract 9007.03, Los Angeles County, California",900703,Lancaster,1400000US06037900703,"(34.682113, -118.156743)",Part_I_Violent_Crimes_2014_1400000US06037900703,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,2.3185718,"Census Tract 9102.09, Los Angeles County, California",910209,Palmdale,1400000US06037910209,"(34.603833, -118.1966305)",Part_I_Violent_Crimes_2015_1400000US06037910209,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,9.0048485,"Census Tract 2378, Los Angeles County, California",237800,Vermont Knolls,1400000US06037237800,"(33.9709525, -118.298091)",Part_I_Violent_Crimes_2014_1400000US06037237800,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,10.998308,"Census Tract 2093, Los Angeles County, California",209300,Westlake,1400000US06037209300,"(34.0508765, -118.2678705)",Part_I_Property_Crimes_2014_1400000US06037209300,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,0.5,"Census Tract 5036.02, Los Angeles County, California",503602,La Mirada,1400000US06037503602,"(33.9135745, -118.0030245)",Part_I_Violent_Crimes_2016_1400000US06037503602,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2013,46.326626,"Census Tract 2911.20, Los Angeles County, California",291120,Harbor Gateway,1400000US06037291120,"(33.9127895, -118.286915)",Part_I_Property_Crimes_2013_1400000US06037291120,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2012,0.29841837,"Census Tract 1081.03, Los Angeles County, California",108103,Porter Ranch,1400000US06037108103,"(34.2860705, -118.542893)",Part_I_Violent_Crimes_2012_1400000US06037108103,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,17.453798,"Census Tract 1044.04, Los Angeles County, California",104404,Pacoima,1400000US06037104404,"(34.2639205, -118.4286915)",Part_I_Property_Crimes_2016_1400000US06037104404,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2015,24.204393,"Census Tract 2345.02, Los Angeles County, California",234502,Hyde Park,1400000US06037234502,"(34.001849, -118.32479)",Part_I_Property_Crimes_2015_1400000US06037234502,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2014,20.238712,"Census Tract 4070.02, Los Angeles County, California",407002,Industry,1400000US06037407002,"(34.053581, -117.992902)",Part_I_Property_Crimes_2014_1400000US06037407002,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,14.708488,"Census Tract 1310.20, Los Angeles County, California",131020,Reseda,1400000US06037131020,"(34.1992525, -118.5399945)",Part_I_Property_Crimes_2013_1400000US06037131020,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2016,41.361916,"Census Tract 1252, Los Angeles County, California",125200,Valley Village,1400000US06037125200,"(34.1648915, -118.383369)",Part_I_Property_Crimes_2016_1400000US06037125200,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,21.94211,"Census Tract 5541.04, Los Angeles County, California",554104,Bellflower,1400000US06037554104,"(33.8930155, -118.1193115)",Part_I_Property_Crimes_2012_1400000US06037554104,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2015,8.0180407,"Census Tract 2182.10, Los Angeles County, California",218210,Mid-City,1400000US06037218210,"(34.043303, -118.3422655)",Part_I_Violent_Crimes_2015_1400000US06037218210,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,20.014296,"Census Tract 8004.08, Los Angeles County, California",800408,Malibu,1400000US06037800408,"(34.02294, -118.7999009)",Part_I_Property_Crimes_2013_1400000US06037800408,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2016,6.104651,"Census Tract 9200.32, Los Angeles County, California",920032,Castaic Canyons,1400000US06037920032,"(34.458264, -118.466239)",Part_I_Property_Crimes_2016_1400000US06037920032,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,3.7484381,"Census Tract 1976, Los Angeles County, California",197600,Echo Park,1400000US06037197600,"(34.0683535, -118.251864)",Part_I_Violent_Crimes_2016_1400000US06037197600,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2014,18.174475,"Census Tract 1959.03, Los Angeles County, California",195903,Silver Lake,1400000US06037195903,"(34.080591, -118.2818)",Part_I_Property_Crimes_2014_1400000US06037195903,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,24.785509,"Census Tract 4605.02, Los Angeles County, California",460502,La Canada Flintridge,1400000US06037460502,"(34.2051075, -118.1950465)",Part_I_Property_Crimes_2012_1400000US06037460502,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,24.347826,"Census Tract 1318, Los Angeles County, California",131800,Reseda,1400000US06037131800,"(34.2047035, -118.527322)",Part_I_Property_Crimes_2015_1400000US06037131800,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2014,28.680202,"Census Tract 9106.02, Los Angeles County, California",910602,Palmdale,1400000US06037910602,"(34.5764565, -118.080694)",Part_I_Property_Crimes_2014_1400000US06037910602,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2013,2.3180344,"Census Tract 5526.02, Los Angeles County, California",552602,Norwalk,1400000US06037552602,"(33.8913005, -118.0641375)",Part_I_Violent_Crimes_2013_1400000US06037552602,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2012,3.2,"Census Tract 1061.14, Los Angeles County, California",106114,Sylmar,1400000US06037106114,"(34.302675, -118.426951)",Part_I_Violent_Crimes_2012_1400000US06037106114,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2016,6.0620756,"Census Tract 6018.02, Los Angeles County, California",601802,Lennox,1400000US06037601802,"(33.9400165, -118.350423)",Part_I_Violent_Crimes_2016_1400000US06037601802,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2013,9.7847357,"Census Tract 2656.02, Los Angeles County, California",265602,Westwood,1400000US06037265602,"(34.060621, -118.434347)",Part_I_Property_Crimes_2013_1400000US06037265602,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,27.424484,"Census Tract 1891.01, Los Angeles County, California",189101,Los Feliz,1400000US06037189101,"(34.1047355, -118.2885045)",Part_I_Property_Crimes_2015_1400000US06037189101,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2013,1.1080333,"Census Tract 1311, Los Angeles County, California",131100,Lake Balboa,1400000US06037131100,"(34.2148095, -118.505505)",Part_I_Violent_Crimes_2013_1400000US06037131100,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,8.1569662,"Census Tract 5004.03, Los Angeles County, California",500403,Pico Rivera,1400000US06037500403,"(34.0083875, -118.06369)",Part_I_Property_Crimes_2014_1400000US06037500403,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,2.0828993,"Census Tract 2753.02, Los Angeles County, California",275302,Del Rey,1400000US06037275302,"(33.9825085, -118.4328715)",Part_I_Violent_Crimes_2015_1400000US06037275302,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2012,13.781512,"Census Tract 1415, Los Angeles County, California",141500,Encino,1400000US06037141500,"(34.138146, -118.4788925)",Part_I_Property_Crimes_2012_1400000US06037141500,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,11.069182,"Census Tract 9103.01, Los Angeles County, California",910301,Quartz Hill,1400000US06037910301,"(34.638321, -118.2218425)",Part_I_Property_Crimes_2016_1400000US06037910301,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2014,60.676239,"Census Tract 2240.10, Los Angeles County, California",224010,Downtown,1400000US06037224010,"(34.036945, -118.2655625)",Part_I_Property_Crimes_2014_1400000US06037224010,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,3.9425957,"Census Tract 9200.15, Los Angeles County, California",920015,Santa Clarita,1400000US06037920015,"(34.4718625, -118.527824)",Part_I_Property_Crimes_2014_1400000US06037920015,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2016,17.037388,"Census Tract 6004, Los Angeles County, California",600400,Westmont,1400000US06037600400,"(33.938071, -118.3133435)",Part_I_Property_Crimes_2016_1400000US06037600400,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,27.027027,"Census Tract 1904.02, Los Angeles County, California",190402,Los Feliz,1400000US06037190402,"(34.103557, -118.307149)",Part_I_Property_Crimes_2012_1400000US06037190402,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2016,0.48192772,"Census Tract 9200.39, Los Angeles County, California",920039,Santa Clarita,1400000US06037920039,"(34.4217055, -118.4383615)",Part_I_Violent_Crimes_2016_1400000US06037920039,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2013,17.323996,"Census Tract 5524, Los Angeles County, California",552400,Norwalk,1400000US06037552400,"(33.8980945, -118.0517475)",Part_I_Property_Crimes_2013_1400000US06037552400,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2015,14.500259,"Census Tract 2393.20, Los Angeles County, California",239320,Florence,1400000US06037239320,"(33.978568, -118.2717375)",Part_I_Violent_Crimes_2015_1400000US06037239320,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2015,15.11955,"Census Tract 2375, Los Angeles County, California",237500,Vermont-Slauson,1400000US06037237500,"(33.978414, -118.289297)",Part_I_Violent_Crimes_2015_1400000US06037237500,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,9.7053728,"Census Tract 1990, Los Angeles County, California",199000,Lincoln Heights,1400000US06037199000,"(34.081284, -118.21934)",Part_I_Violent_Crimes_2016_1400000US06037199000,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2014,0.66291016,"Census Tract 2623.03, Los Angeles County, California",262303,Brentwood,1400000US06037262303,"(34.0673175, -118.486919)",Part_I_Violent_Crimes_2014_1400000US06037262303,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2014,2.8841112,"Census Tract 4078.02, Los Angeles County, California",407802,Industry,1400000US06037407802,"(34.0264515, -117.931011)",Part_I_Violent_Crimes_2014_1400000US06037407802,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,21.749638,"Census Tract 5700.01, Los Angeles County, California",570001,Lakewood,1400000US06037570001,"(33.863656, -118.116728)",Part_I_Property_Crimes_2012_1400000US06037570001,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,60.863411,"Census Tract 1439.01, Los Angeles County, California",143901,Studio City,1400000US06037143901,"(34.132849, -118.3947615)",Part_I_Property_Crimes_2016_1400000US06037143901,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,30.459614,"Census Tract 2397.02, Los Angeles County, California",239702,Florence,1400000US06037239702,"(33.96229, -118.275105)",Part_I_Violent_Crimes_2016_1400000US06037239702,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,4.2331486,"Census Tract 2039, Los Angeles County, California",203900,Boyle Heights,1400000US06037203900,"(34.0342105, -118.195139)",Part_I_Violent_Crimes_2016_1400000US06037203900,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,17.151163,"Census Tract 2294.10, Los Angeles County, California",229410,South Park,1400000US06037229410,"(33.9922445, -118.2695665)",Part_I_Violent_Crimes_2016_1400000US06037229410,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,7.7605324,"Census Tract 9006.07, Los Angeles County, California",900607,Lancaster,1400000US06037900607,"(34.693862, -118.124286)",Part_I_Violent_Crimes_2012_1400000US06037900607,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,3.5739815,"Census Tract 5551.04, Los Angeles County, California",555104,Lakewood,1400000US06037555104,"(33.835133, -118.0655175)",Part_I_Violent_Crimes_2012_1400000US06037555104,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2013,8.695652,"Census Tract 4087.23, Los Angeles County, California",408723,Rowland Heights,1400000US06037408723,"(33.977858, -117.901395)",Part_I_Property_Crimes_2013_1400000US06037408723,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2014,10.758885,"Census Tract 2317.20, Los Angeles County, California",231720,Vermont Square,1400000US06037231720,"(34.007429, -118.2840635)",Part_I_Violent_Crimes_2014_1400000US06037231720,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,405.61224,"Census Tract 2260.02, Los Angeles County, California",226002,Downtown,1400000US06037226002,"(34.033429, -118.249304)",Part_I_Property_Crimes_2012_1400000US06037226002,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,3.7658336,"Census Tract 2112.01, Los Angeles County, California",211201,Koreatown,1400000US06037211201,"(34.074518, -118.298475)",Part_I_Violent_Crimes_2013_1400000US06037211201,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2016,3.4246576,"Census Tract 5548.02, Los Angeles County, California",554802,Artesia,1400000US06037554802,"(33.8693975, -118.080643)",Part_I_Violent_Crimes_2016_1400000US06037554802,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2015,34.429825,"Census Tract 1152.02, Los Angeles County, California",115202,Northridge,1400000US06037115202,"(34.2338575, -118.537507)",Part_I_Property_Crimes_2015_1400000US06037115202,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2016,11.817125,"Census Tract 5318, Los Angeles County, California",531800,East Los Angeles,1400000US06037531800,"(34.0189945, -118.137963)",Part_I_Property_Crimes_2016_1400000US06037531800,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2013,1.24805,"Census Tract 1394.02, Los Angeles County, California",139402,Tarzana,1400000US06037139402,"(34.1677675, -118.548778)",Part_I_Violent_Crimes_2013_1400000US06037139402,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,13.797635,"Census Tract 9200.40, Los Angeles County, California",920040,Castaic Canyons,1400000US06037920040,"(34.4376675, -118.4294815)",Part_I_Property_Crimes_2012_1400000US06037920040,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2015,1.3684571,"Census Tract 1082.01, Los Angeles County, California",108201,Porter Ranch,1400000US06037108201,"(34.2857885, -118.562083)",Part_I_Violent_Crimes_2015_1400000US06037108201,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2014,0.71047956,"Census Tract 4086.29, Los Angeles County, California",408629,Hacienda Heights,1400000US06037408629,"(33.97933, -117.961636)",Part_I_Violent_Crimes_2014_1400000US06037408629,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,8.2135525,"Census Tract 1044.04, Los Angeles County, California",104404,Pacoima,1400000US06037104404,"(34.2639205, -118.4286915)",Part_I_Violent_Crimes_2016_1400000US06037104404,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,7.9581628,"Census Tract 9200.17, Los Angeles County, California",920017,Santa Clarita,1400000US06037920017,"(34.442725, -118.526151)",Part_I_Property_Crimes_2012_1400000US06037920017,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2012,3.5077462,"Census Tract 9201.11, Los Angeles County, California",920111,Santa Clarita,1400000US06037920111,"(34.451756, -118.5384995)",Part_I_Property_Crimes_2012_1400000US06037920111,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,7.9193664,"Census Tract 5038.01, Los Angeles County, California",503801,La Mirada,1400000US06037503801,"(33.899102856232815, -117.99364849999984)",Part_I_Property_Crimes_2014_1400000US06037503801,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,17.970633,"Census Tract 1916.10, Los Angeles County, California",191610,East Hollywood,1400000US06037191610,"(34.0871475, -118.304811)",Part_I_Property_Crimes_2012_1400000US06037191610,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2012,18.156425,"Census Tract 2641.03, Los Angeles County, California",264103,Brentwood,1400000US06037264103,"(34.0553735, -118.466128)",Part_I_Property_Crimes_2012_1400000US06037264103,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,8.5451355,"Census Tract 1352.02, Los Angeles County, California",135202,West Hills,1400000US06037135202,"(34.1891815, -118.6372335)",Part_I_Property_Crimes_2015_1400000US06037135202,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,2.317497,"Census Tract 1065.10, Los Angeles County, California",106510,Sylmar,1400000US06037106510,"(34.3236325, -118.4860245)",Part_I_Violent_Crimes_2016_1400000US06037106510,01/01/2016
